,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
62066,163572.156074.BE8E64811E10C72A.9073503A82FFA1E.6535187,Darn Tough Men's Hunter Over the Calf Extra Cushion Sock - XS - Forest,,"Features of the Darn Tough Men's Hunter Over the Calf Extra Cushion Sock Performance Fit: No slipping, no bunching, and no blisters Fine Gauge Knitting: Unprecedented durability and our unique in. put it on, forget it's onin. feel Fast Action Wicking: Pulls moisture away from skin. Fast drying All Weather Performance: Cool in the summer, warm in the winter Naturally Antimicrobial: Repels bacteria and odor Merino Wool: The ultimate fiber for breathability and comfort in all conditions Products on Sale Are Discontinued Styles or Colors.",209,Apparel & Accessories > Clothing > Underwear & Socks > Socks,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10316902x1011441_zm?$product1000$,Men's Accessories;Men's Accessories/Socks;,29.95,,21.99,21.99,TRUE,,,Darn Tough Vermont,2013,642249175868,6535187,Forest,male,XS,New,https://www.moosejaw.com/product/darn-tough-men-s-hunter-over-the-calf-extra-cushion-sock_10316902,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.9073503A82FFA1E.6535187
99141,213318.2.AB88E2261667EF7F.B3DC766582293C2.084984613548,FootJoy Premiere Speed Saddle Golf Shoes 12153979- 7 Medium,,"FootJoy Premiere Speed Saddle Spikeless Golf Shoes Inspired by then. Supercharged for now.    Soft, Supple, waterproof, Pittard s leather uppers featuring patterns that reflect the iconic style of yesteryear Estane  TPU, provides enhanced traction on all surfaces Ortholite EcoPlush FitBed  for enhanced stability and comfort Featuring Pulsar Low Profile Cleats by Softspikes Luxurious, soft and supple sheepskin linings inside Tarlow and Packard. Flint utilizes super soft microfiber linings in order to achieve a distinctive pop of color Full rounded toe character, standard forefoot and instep with a slightly narrow heel. Refined toe shape for a classic profile",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9466074_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,199.99,USD,149.99,149.99,TRUE,,Footjoy,Footjoy,84984613548,84984613548,84984613548,red,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000892751,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.B3DC766582293C2.084984613548
195,168622.1.9610.71C75D8C48FA74B0.KOR-0119-7,Korkers OmniTrax V3.0 Triple Threat Aluminum Bar Sole Size 11,"The Korkers OmniTrax V3.0 Triple Threat Bar Sole is a customizable sole for endless configurations with spike, bar, and hex disc traction. This sole features sticky rubber outsole with over-molded threaded stainless steel receptacles to accept proprietary bolt-on traction enhancement system. Choose one sole with its traction option, then add the components from the other two for a complete set. Aluminum bars provide edge-to-edge aluminum coverage that conforms to surrounding geology for a positi","The Korkers OmniTrax V3.0 Triple Threat Bar Sole is a customizable sole for endless configurations with spike, bar, and hex disc traction. This sole features sticky rubber outsole with over-molded threaded stainless steel receptacles to accept proprietary bolt-on traction enhancement system. Choose one sole with its traction option, then add the components from the other two for a complete set. Aluminum bars provide edge-to-edge aluminum coverage that conforms to surrounding geology for a positive grip.",5406,Sporting Goods > Outdoor Recreation > Fishing > Fishing & Hunting Waders,https://i.tackledirect.com/images/imgfull/korkers-omnitrax-v3-0-triple-threat-aluminum-bar-sole-11.jpg,Footwear;Footwear/Fishing & Water Shoes;,69.99,USD,55.99,55.99,TRUE,,Korkers,Korkers,FA3075-11,96351998646,KOR-0119-7,,,11,,https://www.tackledirect.com/korkers-omnitrax-interchangeable-soles-for-fishing.html?mainc=korkers-omnitrax-v3-0-triple-threat-aluminum-bar-sole&subc=KOR-0119-7,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.71C75D8C48FA74B0.KOR-0119-7
48838,163572.156074.BE8E64811E10C72A.4B9F8374038E4B4C.4952900,Evolv Men's Rebel Shoe - 9.5 - Night,,"The Evolv Men's Rebel Shoe overthrows conventional notions of Performance lifestyle footwear. These bad boys feature a revolutionary blend of everyday style and robust, outdoor-worthy construction. They're somewhere in between a traditional approach shoe and the best looking street skate shoe you've ever seen. They're durable and comfortable on the hike and offer a flat section under the toe for light Climbing duties. Features of the Evolv Men's Rebel Shoe The Rebel is the ultimate Performance lifestyle shoe that has the styling of a modern lifestyle shoe with the Performance and structure of an outdoor shoe for the climber in us The shoe rebels against the boring looking old-school Technical shoes and also against the pure lifestyle shoes which Are not durable or Technical enough for outdoor and urban adventures It has a lightweight feel and water repellent Upper, a cushioned Midsole coupled with a rubber toe cap for durability and heel side reinforcement for stability These shoes will comfortably take you from school or work, to the gym, to the cliffs, to the cobblestone streets of Europe, and the after parties Trax&reg; Enduro Rubber Outsole Rubber Toe Cap Gusseted Tongue Water Repellent Upper",,,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10421536x1001992_zm?$product1000$,Footwear;Footwear/Casual Sneakers & Shoes;,115,,74.99,74.99,TRUE,,,Evolv,EVL0366,849948017592,4952900,Night,male,9.5,New,https://www.moosejaw.com/product/evolv-men-s-rebel-shoe_10421536,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.4B9F8374038E4B4C.4952900
94828,213318.2.AB88E2261667EF7F.D786BA3EC94ABD2D.667974778078,FootJoy Club Casuals Loafer Shoes 1988053- 8 Wide Black,,"FootJoy Club Casuals Loafer ShoesThe FootJoy Men's Club Casuals Loafer Shoes feature full grain leather or soft suede with DuraMax rubber outsoles, providing appropriate styling for the office or golf club. This pair comes in wide width. These wide golf shoes are spacious and comfortable. FJ, The #1 Shoe in Golf.Appropriate Styling for the Office or the Golf ClubThis fashionable full grain leather offers outstanding waterproof comfort, breathability, and durability.The Martin Last offers a narrow toe character with a narrow fit across the forefoot, a low instep, and a slightly narrow heel.Designed for everyday use in the office or golf club, the soft suede uppers offer sophisticated styling with contrast stitched details.DuraMax is a proprietary rubber compound that provides turf gripping and performance and durability.",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/10245659_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,139.99,USD,49.99,49.99,TRUE,,Footjoy,Footjoy,667974778078,667974778078,667974778078,black,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000714624,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.D786BA3EC94ABD2D.667974778078
24800,160704.156074.7F09681D42B6E4A8.D6A7BADF6B22C69.749002811,Forster Power Case Trimmer - 17 Caliber Cutter Shaft For Power Case Trimmer,,The Power Case Trimmer from Forster integrates your standard drill press and can really speed up the case trimming process. Trim length is controlled by the drill press spindle stop; a line-up bar is built in for easy collet set-up; and pilots from the Original trimmer interchange with the Power Trimmer. The cutter is hardened steel (.490 inch diameter) with a one fourth inch shaft and staggered flutes for chatterless cutting. Order optional #33-1417 cutter for .17 and .20 caliber cases. Order collets and pilots separately. Replacement cutter shafts for the Forster Power Case Trimmer. Mfg: Forster,503026,Mature > Weapons > Gun Care & Accessories > Reloading Supplies & Equipment,https://www.brownells.com/userdocs/skus/p_749002811_1.jpg,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Parts & Kits;Guns, Ammo & Optics/Gun Parts & Kits/Gun Parts;",24.99,,15.79,15.79,TRUE,,,Forster,PT1010-PCT417,757253005282,749002811,,,,New,https://www.brownells.com/reloading/case-preparation/case-trimming/replacement-cutters/17-caliber-cutter-shaft-for-power-case-trimmer-sku749002811-36956-63161.aspx,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160704.156074.7F09681D42B6E4A8.D6A7BADF6B22C69.749002811
47838,163572.156074.BE8E64811E10C72A.9BD7FEB63709FA17.4771986,Smartwool Men's Merino 150 Boxer - Large - Deep Navy,,"The Smartwool Men's Merino 150 Boxer is a 100%; Merino Wool underwear for comfort next-to-skin. Sitting at the office, sports, hikes, all the way to Saturday morning cartoons on the couch. Whatever and wherever you Are, they're incredibly comfortable. The fabric naturally manages moisture and resists odors, so you're plenty fresh, even if you have to wear them a little longer than usual before an undie change. Features of the Smartwool Men's Merino 150 Boxer Our lightest weight Merino jersey fabric Uses a nylon core to increase durability while still keeping 100% Merino wool next to skin Fully functional fly Merino-lined, wide elastic waistband (40mm) designed for maximum comfort; 100% Merino next to skin Flatlock seam construction designed to minimize chafing Fabric Details 87% Merino Wool, 13% Nylon",2562,Apparel & Accessories > Clothing > Underwear & Socks > Underwear,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10409917x1062113_zm?$product1000$,Clothing;Clothing/Underwear & Sleepwear;,49.95,,36.99,36.99,TRUE,,,Smartwool,SW016200092,192362321715,4771986,Deep Navy,male,Large,New,https://www.moosejaw.com/product/smartwool-men-s-merino-150-boxer_10409917,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.9BD7FEB63709FA17.4771986
82935,163572.156074.BE8E64811E10C72A.B9058B0F3E8A7A29.7458076,Columbia Men's Pebble Peak Down Hooded Jacket - Small - City Grey,,"The Columbia Men's Pebble Peak Down Hooded Jacket is a down insulated jacket for backpacking, skiing, and everyday life. Seriously toasty warm, the 700 fill power down is boosted by Omni-Heat Infinity advanced thermal reflective at the interior. Wear it alone, under a shell, it's even zip-in compatible with a few of Columbia's shells. Pack it into the hand pocket for easy travel and packing, it'll be there when you need it. Features of the Columbia Men's Pebble Peak Down Jacket Omni-HEAT Infinity advanced thermal reflective Heat Seal Construction RDS certified down Zip-in and 3-point INTERCHANGE SYSTEM 700 fill power goose down Insulation Binding at hood Zippered chest pocket Zippered hand pockets Drawcord adjustable hem Packable into hand pocket Fabric Details Shell: 100% Polyester Lining: 100% Polyester Insulation: 700 Fill Power Goose Down Insulation, RDS Certified",5598,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10580655x1066665_zm?$product1000$,Clothing;Clothing/Jackets & Coats;,229.95,,148.99,148.99,TRUE,,,Columbia,2008311023,194895728245,7458076,City Grey,male,Small,New,https://www.moosejaw.com/product/columbia-men-s-pebble-peak-down-hooded-jacket_10580655,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.B9058B0F3E8A7A29.7458076
12924,185857.156052.20C5.2ADBA7CAF699DF83.4446741,"Greg Norman Collection Men's Freedom Micro Pique Stretch Golf Polo, Spandex/Polyester in Waterfall, Size 3XL",,"html-body [data-pb-style=GH1NB3D]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The Greg Norman Freedom Micro Pique Stretch Golf Polo is engineered with a focus on sustainability and incorporates materials such as, recycled, repurposed natural fibers. The freedom polo was designed to give you the freedom of movement, freedom from moisture, freedom from static and odor, freedom from weight and the freedom to swing. Greg Norman Freedom Micro Pique Stretch Golf Polo Features: PLAY DRY moisture-wicking technology Stretch construction allows for full range of motion Anti-static performance Anti-microbial and anti-odor Tailored collar Embroidered 4-color Shark logo on back yoke Easy care UPF 20+ sun protection 91% Polyester  9% Spandex Authorized Greg Norman Retailer Buy Greg Norman Golf Polos | Greg Norman Collection Men's Freedom Micro Pique Stretch Golf Polo, Spandex/Polyester in Waterfall, Size 3XL",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.carlsgolfland.com/media/catalog/product/g/r/greg_norman_freedom_micro_pique_stretch_golf_polo_g7s21k480_waterfall_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,45.99,USD,34.99,34.99,TRUE,,Greg Norman Collection,Greg Norman Collection,4446741,,4446741,Waterfall,,3XL,New,https://www.carlsgolfland.com/greg-norman-freedom-micro-pique-stretch-golf-polo?product=192911,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.2ADBA7CAF699DF83.4446741
41035,161802.156074.AEDE266FF88FCAD6.B40AFE91E68DDB88.193177319423,Burton Covert Snowboard Jacket,,"Premium warmth and waterproofing in a timeless style that delivers maximum bang for your buck.  Accelerate your riding to the mountain';';s outer limits with the premium feel and performance of the men';';s Burton Covert Jacket. Doing what it can to help the planet, its ThermacoreECO insulation is over 90 percent recycled, and the entire jacket is bluesign® approved, to lighten the impact on both people and the planet. A breathable and plush tech taffeta lining adds strategic warmth and breathability for improved comfort. Snowboarding';';s proverbial pot of gold, the Covert Jacket';';s full list of features includes venting Pit Zips, a removable waist gaiter to block cold and snow, plus pockets for just about everything. Regular fit is just right: Not too tight or too baggy  DRYRIDE fabric [10,000mm/5,000g] is highly breathable, waterproof, and quick drying; Critically-taped seams lock out the elements  ThermacoreECO insulation [80g] is lightweight and breathable, providing a super-comfortable feel and low-bulk warmth that cranks the heat and dries quickly. It';';s bluesign® approved and features over 90% recycled fibers that provide long lasting durability and all-around easy care.  Ergonomic water-repellent magic stitch waist gaiter with jacket-to-pant interface  Contour hood is helmet compatible and features rear single-pull adjustment  Mesh-lined, no-snag Pit Zip vents; YKK® water-resistant zippers  Zippered microfleece hand-warmer pockets, zippered easy-access media/goggles pocket with therma-pocket for keeping your device warm, zippered mid body stash pocket, and pass pocket  bluesign® approved materials use only safe chemicals and reduce impact on both humans and the planet during manufacturing",,,https://images.the-house.com/burton-covert-jacket-dress-blue-mulled-berry-22-thumb.jpg,Winter Sports;Winter Sports/Winter Sports Coats & Jackets;,219.95,,103.78,103.78,TRUE,,,Burton,13065107408,,193177319423,Dress Blue/Mulled Berry,,,New,https://www.the-house.com/bucmtbpxx102zz-burton-snowboard-jackets,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.B40AFE91E68DDB88.193177319423
16333,185820.156074.2CC37263ACDC24EF.31498CDF9ED919D.129788273,"PRCTZ Adjustable Tactical Weight Vest Black, 25 Lbs - Hand Exer. Equip. at Academy Sports",,"The PRCTZ Adjustable Tactical Weight Vest features high-quality fabric and offers 30 - 50 pounds of resistance. PRCTZ Adjustable Tactical Weight Vest Black, 25 Lbs - Hand Exer. Equip. at Academy Sports",1831,Apparel & Accessories > Clothing > Outerwear > Vests,https://academy.scene7.com/is/image/academy/20698061?wid=800&hei=800,Clothing;Clothing/Vests;,79.99,,70,70,TRUE,,,PRCTZ,6186WC,820412861866,129788273,Black,,,New,https://www.academy.com/p/prctz-adjustable-tactical-weight-vest?sku=black-25-lbs,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.31498CDF9ED919D.129788273
89970,208525.156178.124AD.7D7C02117.5998,Husk Breaktime Beaker Yellow,,"&nbsp;  BUY ONE GET ONE FREE  OLPRO Husk Travel Mug perfect for Coffee on the go. Created using environmentally friendly &amp; sustainable materials. Available in: Blue, Yellow, Red, Green Orange &amp; Pink. .  12cm Tall - 8.5cm diameter",2169,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,https://cdn11.bigcommerce.com/s-8hl787wvsy/products/3263/images/12364/husk-breaktime-beaker-yellow-buy-one-get-one-free__31266.1637283858.386.513.jpg?c=1,"Camping, Backpacking & Hiking;Camping, Backpacking & Hiking/Camp Kitchen & Bath;",14,GBP,5,5,TRUE,,BUY ONE GET ONE FREE,BUY ONE GET ONE FREE,,799705721838,5998,Yellow,,,,https://olproshop.com/husk-breaktime-beaker-yellow/?sku=OK100Y,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.208525.156178.124AD.7D7C02117.5998
23398,185820.156074.2CC37263ACDC24EF.A0F9773AF2AF23A5.128438415,"Changes Men's Yellowstone Bucking Bronco Graphic T-Shirt Black, 2X-Large - Men's Outdoor Graphic Tees at Academy Sports",,"The Changes Men's Yellowstone Bucking Bronco Graphic T-shirt is made with polyester and spandex material and features a stylish screen-printed graphic design. Changes Men's Yellowstone Bucking Bronco Graphic T-Shirt Black, 2X-Large - Men's Outdoor Graphic Tees at Academy Sports",212,Apparel & Accessories > Clothing > Shirts & Tops,https://academy.scene7.com/is/image/academy/20658592?wid=800&hei=800,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,19.99,,14.99,14.99,TRUE,,,Changes,66-301-3,84638948064,128438415,Black,,,New,https://www.academy.com/p/changes-mens-yellowstone-bucking-bronco-graphic-t-shirt?sku=black-xx-large,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.A0F9773AF2AF23A5.128438415
35693,161802.156074.AEDE266FF88FCAD6.9C0850C91D7670C3.8809883162544,BSRabbit WD Cross Box Track Snowboard Pants,,BSRabbit WD Cross Box Track Snowboard Pants,204,Apparel & Accessories > Clothing > Pants,https://images.the-house.com/bsrabbit-wd-cross-box-track-pants-cream-23-0-thumb.jpg,Winter Sports;Winter Sports/Winter Sports Pants;,190,,130.95,130.95,TRUE,,,BSRabbit,BSR2223FWPT030,,8809883162544,Cream,,,New,https://www.the-house.com/bswcbmwmed029zz-bsrabbit-snowboard-pants,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.9C0850C91D7670C3.8809883162544
300,168622.1.9610.42CBEAE444F03551.MSF-0076-4-0,"MegaStrike 4"" Fat Shad Swim Baits Laminate Smoke Shad - FS-114 Laminate Smoke Shad",The MegaStrike Fat Shad Swim Bait has a larger fatter profile to displace more water and cause more vibration to be detected by the predatory fish's lateral line. In short it makes the Fat Shad Swim Bait easier for the predatory fish to find,The MegaStrike Fat Shad Swim Bait has a larger fatter profile to displace more water and cause more vibration to be detected by the predatory fish's lateral line. In short it makes the Fat Shad Swim Bait easier for the predatory fish to find,3334,Sporting Goods > Outdoor Recreation > Fishing,https://i.tackledirect.com/images/imgfull/megastrike-4-fat-shad-swim-baits-msf-0076-4.jpg,Clothing;Clothing/Swimwear;,5.89,USD,4.39,4.39,TRUE,,MegaStrike,MegaStrike,FS-114 LAMINATE SMOKE SHAD,704094201588,MSF-0076-4-0,,,,,https://www.tackledirect.com/megastrike-fat-shad-swim-baits.html?mainc=megastrike-4-fat-shad-swim-baits&subc=MSF-0076-4,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.42CBEAE444F03551.MSF-0076-4-0
101610,213318.2.AB88E2261667EF7F.412306AC9CA47B54.194890311763,ECCO Golf Core Spikeless Golf Shoes 17003364- 47 (U.S. Mens 13-13.5),,"ECCO Golf Core Spikeless Golf ShoesMade with a sleek design and street-style-ready look and feel that's built to perform on the green, the ECCO Golf Core Spikeless Golf Shoe is clean-lined and packed with technological innovation. With its E-DTS  TWIST outsole and water-repellant yak leathers, it offers multi-directional traction while keeping your feet dry. This is excellence at its core, through and through.FeaturesCrafted from a blend of durable yak leather and premium textilesECCO HYDROMAX  Technology offers water-repellent properties, to keep your feet dryUnique design of the E-DTS  TWIST outsole offers multi-directional traction and has slightly larger cleats in high-abrasion areasLightweight sole provides cushioning and flexibility, using innovative ECCO FLUIDFORM  Direct Comfort TechnologyRemovable, washable OrthoLite  insole for long-term cushioning and breathabilityStyle Number: 100804-60215",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9525157_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,149.99,USD,119.99,119.99,TRUE,,Ecco,Ecco,194890311763,194890311763,194890311763,blue depths,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000932726,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.412306AC9CA47B54.194890311763
96933,213318.2.AB88E2261667EF7F.7A9BF48A938433AC.192340051337,PUMA Ignite PWRADAPT Caged Golf Shoes 12119839- 11 Medium Peacoat/Puma,,"PUMA Ignite PWRADAPT Caged Golf ShoesThe PUMA Men's Ignite PWRADAPT Caged Golf Shoes feature a supportive PWRCAGE saddle unit that wraps around the medial and lateral side of the shoei, s integrated with the midsole providing the proper fit and support. As the laces tightens the cage around your foot, the Heel Lock Window cups your heel comfortably locking your foot securely into the shoe. The layered Adaptive Fit System provides 360-degree support through the internal bootie, while the external bootie, layered with PWRFRAME, ensures the foot is fully supported in high-wear areas. The full-length IGNITE Foam cushioning platform and PWRADAPT Technology provide responsive comfort and 3-dimensional traction that adapts to the way you move. More Traction + More Comfort = PWRADAPT.Performance Flat Knit MeshPRO-FIT INSOLEIGNITEPWRFRAMEPWRCAGEAdaptive Fit SystemGripZone TractionPWRADAPTPRO-FORM TPUTornado Cleat",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/10283882_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,149.99,USD,99.99,99.99,TRUE,,Puma,Puma,192340051337,192340051337,192340051337,quiet shade,,11,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000804868,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.7A9BF48A938433AC.192340051337
102929,213318.2.AB88E2261667EF7F.3932DE5A37B50F0A.195866250499,Nike Air Zoom Victory Tour 2 Golf Shoes 17007427- 8 Wide,,"Nike Air Zoom Victory Tour 2 Golf ShoesStaying true to the sophistication of its predecessor, the Nike Men's Air Zoom Victory Tour 2 Golf Shoes bring cutting-edge innovation to a classic silhouette. The updated design pairs supple leather with hidden performance details, like Zoom Air and exceptional traction so you can play at your best from teebox 1 to the 18th green.Classic Look. Innovative Performance.Sophisticated Support: Full-grain leather has a supple feel and a sophisticated look. An internal strap stretches over your foot then locks you in, conforming to its shape.Revolutionary Response: A Zoom Air unit is stitched directly to the upper instead of being set into foam, so it responds to every step. A full-length plate beneath the Air unit helps increase stability and energy return. Nike React foam under the heel delivers an extremely smooth ride.Exceptional Response: Hybrid outsole combines integrated traction with 7 removable spikes for optimal gripping power. The data-driven design delivers top-notch traction in a variety of conditions.Molded heel cup helps support your foot.Internal foam pods cushion your heel.2-year waterproof warranty",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9761047_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,179.99,USD,139.99,139.99,TRUE,,Nike,Nike,195866250499,195866250499,195866250499,summit white,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760001037928,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.3932DE5A37B50F0A.195866250499
29570,161802.156074.AEDE266FF88FCAD6.D4F9B81E91E45783.659081449408,NILS Jan Long Ski Pants,,"The NILS Jan Long Ski Pant was designed to look and feel like your favorite pair of jeans but made for strutting your stuff on the slopes. Constructed out of super stretchy Dermizax, you';ll be able to move comfortably all day long. The Jan Long features a 20k/10k waterproof and breathability rating so you stay dry despite heavy snow fall. This figure-flattering pant is slim fitting with a modest mid-rise and equipped with back hem gussets and lycra boot gaiters. Taller ladies will appreciate the longer length as well, making the NILS Jan Long Pant a top pick for women';s ski apparel this season. Dermizax 4-Way Stretch Soft Shell  Mid-Rise, Slim Fit  Jean Styling  Belt Loops, Front Pockets  Zippered Gusset Back of Leg  Gaiter with Lycra Insert  Long Length  Waterproof",204,Apparel & Accessories > Clothing > Pants,https://images.the-house.com/458267_458267_1-thumb.jpg,Winter Sports;Winter Sports/Winter Sports Pants;,350,,176.87,176.87,TRUE,,,NILS,107558,,659081449408,Black,,,New,https://www.the-house.com/ss007683zz-nils-ski-pants,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.D4F9B81E91E45783.659081449408
22614,185820.156074.2CC37263ACDC24EF.5B28289F43840A11.123151917,"Under Armour Men's Rival Fleece Jogger Pants Black, X-Large - Men's Athletic Fleece at Academy Sports",,"The Under Armour Men's Rival Fleece Jogger Pants feature a cotton blend construction and an ultrasoft brushed interior. Under Armour Men's Rival Fleece Jogger Pants Black, X-Large - Men's Athletic Fleece at Academy Sports",204,Apparel & Accessories > Clothing > Pants,https://academy.scene7.com/is/image/academy/20510425?wid=800&hei=800,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Sweats & Joggers;,55,,38.46,38.46,TRUE,,,Under Armour,1357128-001,194512219057,123151917,Black,,,New,https://www.academy.com/p/under-armour-mens-rival-fleece-jogger-pants-123151870?sku=black-x-large,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.5B28289F43840A11.123151917
70299,163572.156074.BE8E64811E10C72A.77EDE22D93321EF1.6981895,Prana Men's Stretch Zion II 10 Inch Short - 31 - Black,,"The Prana Men's Stretch Zion II 10 Inch Short is a durable sport short to keep you moving in warm weather. The recycled ReZion fabric is lightweight and breathable yet super abrasion-resistant. You also have 4-way stretch, so jumping jacks and yoga poses Are no issue whatsoever. Features of the Prana Men's Stretch Zion 10 Inch II Short ReZion recycled nylon blend stretch Performance fabric Mesh lined pockets Ventilated inseam gusset Front tHigh seam detail Webbing adjustable waistband Left tHigh zipper cargo pocket with double entry Concealed zipper coin pocket with elastic key loop Back patch pockets with flap at back right pocket prAna woven label at back right pocket Abrasion resistant Moisture wicking 4-way stretch UPF 50+ Fair Trade Certified Factory bluesign approved materials Lower-profile plastic closure lays flat for added comfort and compatibility when wearing things like a Climbing harness or a backpack with hip belt Button is now webbing reinforced, for added strength and durability Fabric Details 95% Recycled Nylon, 5% Elastane",207,Apparel & Accessories > Clothing > Shorts,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10554161x1012905_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,74.95,,55.99,55.99,TRUE,,,Prana,1969751-001,889760980582,6981895,Black,male,31,New,https://www.moosejaw.com/product/prana-men-s-stretch-zion-ii-10-inch-short_10554161,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.77EDE22D93321EF1.6981895
88578,159802.156099.34B.C011DE8A8259F0F9.2081411,Adidas Classic 3-Stripes 4.0 Backpack,,"The Adidas Classic 3-Stripes 4.0 Backpack offers plenty of space for books, gym clothes, or anything else you need to tote around during the busy day..  . . .  Zip closure.  Wipeable material for an easy clean.  Inner laptop sleeve.  Imported.",5181,Luggage & Bags,https://res.cloudinary.com/eastern/image/upload/2081411_101_main.jpg,"Men's Accessories;Men's Accessories/Bags, Backpacks & Duffles;",45,,33.75,33.75,TRUE,,Adidas,Adidas,5152944,,2081411,,,ONESIZE,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.C011DE8A8259F0F9.2081411
